# number of observations n 
 450 
# number of categories m 
 4 
# dimension of parameter vector p 
 5 
# dimension of conditional variables q 
 4 
# number of groups ngp 
 15 
# response counts Y 
18 24 19 1
18 24 18 2
17 20 19 3
24 23 15 1
28 18 13 2
21 20 18 2
18 18 21 2
22 32 13 0
19 34 11 3
27 21 13 2
25 21 13 3
18 25 16 3
18 25 18 1
18 23 18 2
19 25 15 3
16 27 16 3
19 30 14 3
17 38 12 2
16 21 21 2
17 29 15 3
13 25 16 5
21 19 15 4
12 23 20 3
15 33 14 3
13 27 19 3
15 20 19 4
17 29 12 5
13 22 17 5
18 27 15 3
13 22 20 4
17 2 37 7
19 2 39 7
14 1 40 13
8 2 39 13
12 2 35 17
18 2 29 16
14 2 34 10
7 2 39 15
11 1 41 15
14 2 30 17
7 2 41 12
11 2 33 15
16 2 36 15
11 2 29 20
13 2 39 14
15 2 34 10
8 2 26 25
9 2 33 18
8 2 33 20
13 2 36 15
10 1 41 15
6 2 31 26
9 2 31 20
11 2 25 23
10 2 34 18
9 2 28 19
9 1 36 21
6 2 26 21
9 2 37 16
10 2 36 15
6 13 14 1
7 10 13 1
6 16 12 1
7 12 12 1
7 11 15 0
7 13 14 0
7 8 15 1
8 13 13 0
4 10 15 1
7 6 15 1
4 16 14 1
5 14 13 1
6 12 13 1
5 9 16 1
6 10 13 1
3 13 12 2
6 8 14 1
4 17 13 1
3 12 16 1
6 15 12 1
6 14 12 1
4 12 14 1
6 12 13 1
6 11 15 1
4 13 14 1
3 21 11 1
5 8 16 1
4 14 13 1
4 13 13 1
3 16 12 1
23 23 5 7
20 20 6 5
27 18 5 9
27 16 6 8
24 22 6 5
18 20 7 7
16 21 6 13
29 16 6 9
16 22 7 5
18 27 5 7
20 23 5 12
17 28 6 4
22 13 7 8
22 18 6 7
22 21 5 14
23 17 6 10
23 23 4 15
19 16 7 10
14 20 6 12
22 19 6 11
14 22 5 15
19 17 6 13
15 23 6 12
20 18 6 12
12 23 6 13
12 25 5 15
16 22 6 8
17 20 6 13
12 22 6 13
13 23 5 17
20 11 12 6
22 10 10 8
18 13 11 7
12 7 14 8
19 9 14 5
19 14 10 8
22 9 13 5
18 15 10 7
17 11 12 7
15 11 12 8
15 9 12 10
12 11 14 6
12 14 10 11
15 11 13 7
12 11 14 7
15 11 10 10
9 13 14 6
22 8 11 8
12 16 12 8
12 9 14 7
7 7 14 10
17 9 10 11
13 11 13 7
10 10 12 10
9 13 12 9
10 5 15 9
13 9 12 10
12 11 13 8
8 9 15 8
7 11 13 10
21 3 21 13
19 3 27 11
19 3 24 16
20 3 24 9
12 3 24 18
18 3 24 12
18 3 23 17
19 3 25 10
13 3 28 12
16 3 23 14
21 2 28 11
16 2 25 19
16 2 32 13
12 2 32 14
7 3 32 17
16 3 24 18
12 3 24 17
19 2 28 12
14 3 26 15
12 2 29 18
19 2 21 20
16 2 28 15
7 3 28 21
12 3 29 18
16 2 25 22
10 3 24 21
10 3 26 20
9 3 26 20
12 4 18 21
12 3 23 20
23 1 8 5
21 1 10 4
21 1 7 8
29 0 7 8
22 0 8 10
25 0 8 5
27 0 7 7
17 1 8 10
12 1 9 9
16 1 7 10
21 0 7 10
18 1 8 9
17 1 8 7
11 1 8 11
22 1 7 7
16 1 9 7
12 1 8 10
11 1 8 13
20 1 7 8
16 1 8 10
21 0 9 11
15 1 7 10
16 1 8 10
14 1 6 14
12 1 7 11
10 1 9 14
19 1 7 12
16 1 8 9
11 1 7 13
15 1 6 12
24 7 18 0
22 10 15 1
26 9 15 0
19 10 16 1
20 9 19 0
26 8 14 1
15 8 19 1
23 10 16 0
18 8 18 1
19 10 15 1
21 8 19 0
13 9 19 1
9 9 18 1
14 8 19 1
14 10 15 1
17 7 13 1
13 11 17 1
9 9 18 1
14 9 17 1
15 10 15 1
16 8 21 0
11 10 17 1
12 9 19 1
12 9 20 1
14 9 15 1
9 10 16 1
9 10 18 1
10 10 17 1
11 6 19 1
13 9 12 1
20 17 20 16
25 16 20 11
13 20 20 19
14 19 22 18
16 13 24 17
14 29 20 11
20 26 18 11
14 24 22 12
17 20 22 14
14 20 24 14
12 20 21 19
14 18 20 20
12 27 17 19
17 18 21 17
13 28 20 14
6 25 16 29
7 23 21 21
17 17 19 20
9 26 19 20
14 16 20 24
9 25 21 19
13 23 24 12
13 26 21 13
6 16 25 24
12 27 17 19
12 13 24 21
14 24 22 13
9 27 19 20
12 22 18 22
8 30 16 24
10 19 29 4
12 21 24 3
7 18 36 4
11 21 27 3
9 19 26 6
8 22 28 3
11 19 32 3
11 20 25 4
8 19 33 3
9 20 29 3
12 20 26 3
7 23 24 5
8 25 25 1
9 21 25 5
8 23 24 4
8 21 32 2
5 23 29 4
9 16 33 5
7 22 26 5
8 23 25 4
4 19 31 7
4 24 26 6
5 20 33 5
7 19 30 6
6 23 27 4
5 19 37 4
10 16 31 6
5 28 18 4
4 25 21 6
5 24 25 6
5 23 11 10
4 16 15 13
5 15 15 9
5 18 15 7
3 23 14 11
6 18 10 6
3 15 19 12
4 21 13 10
3 24 16 9
4 15 14 14
4 15 14 15
4 27 13 9
3 22 16 10
3 25 13 12
3 27 13 14
3 21 18 13
3 22 16 10
3 20 17 16
4 21 12 16
3 26 16 11
3 23 15 14
4 18 16 11
3 21 16 15
3 23 15 16
3 19 15 15
3 18 18 10
3 20 20 8
3 18 15 22
3 21 15 17
3 24 13 17
# model/design matrix X 
1 15 0 0 0
1 16.0344827586207 0 0 0
1 17.0689655172414 0 0 0
1 18.1034482758621 0 0 0
1 19.1379310344828 0 0 0
1 20.1724137931034 0 0 0
1 21.2068965517241 0 0 0
1 22.2413793103448 0 0 0
1 23.2758620689655 0 0 0
1 24.3103448275862 0 0 0
1 25.3448275862069 0 0 0
1 26.3793103448276 0 0 0
1 27.4137931034483 0 0 0
1 28.448275862069 0 0 0
1 29.4827586206897 0 0 0
1 30.5172413793103 0 0 0
1 31.551724137931 0 0 0
1 32.5862068965517 0 0 0
1 33.6206896551724 0 0 0
1 34.6551724137931 0 0 0
1 35.6896551724138 0 0 0
1 36.7241379310345 0 0 0
1 37.7586206896552 0 0 0
1 38.7931034482759 0 0 0
1 39.8275862068966 0 0 0
1 40.8620689655172 0 0 0
1 41.8965517241379 0 0 0
1 42.9310344827586 0 0 0
1 43.9655172413793 0 0 0
1 45 0 0 0
1 15 0 0 0
1 16.0344827586207 0 0 0
1 17.0689655172414 0 0 0
1 18.1034482758621 0 0 0
1 19.1379310344828 0 0 0
1 20.1724137931034 0 0 0
1 21.2068965517241 0 0 0
1 22.2413793103448 0 0 0
1 23.2758620689655 0 0 0
1 24.3103448275862 0 0 0
1 25.3448275862069 0 0 0
1 26.3793103448276 0 0 0
1 27.4137931034483 0 0 0
1 28.448275862069 0 0 0
1 29.4827586206897 0 0 0
1 30.5172413793103 0 0 0
1 31.551724137931 0 0 0
1 32.5862068965517 0 0 0
1 33.6206896551724 0 0 0
1 34.6551724137931 0 0 0
1 35.6896551724138 0 0 0
1 36.7241379310345 0 0 0
1 37.7586206896552 0 0 0
1 38.7931034482759 0 0 0
1 39.8275862068966 0 0 0
1 40.8620689655172 0 0 0
1 41.8965517241379 0 0 0
1 42.9310344827586 0 0 0
1 43.9655172413793 0 0 0
1 45 0 0 0
1 15 0 0 0
1 16.0344827586207 0 0 0
1 17.0689655172414 0 0 0
1 18.1034482758621 0 0 0
1 19.1379310344828 0 0 0
1 20.1724137931034 0 0 0
1 21.2068965517241 0 0 0
1 22.2413793103448 0 0 0
1 23.2758620689655 0 0 0
1 24.3103448275862 0 0 0
1 25.3448275862069 0 0 0
1 26.3793103448276 0 0 0
1 27.4137931034483 0 0 0
1 28.448275862069 0 0 0
1 29.4827586206897 0 0 0
1 30.5172413793103 0 0 0
1 31.551724137931 0 0 0
1 32.5862068965517 0 0 0
1 33.6206896551724 0 0 0
1 34.6551724137931 0 0 0
1 35.6896551724138 0 0 0
1 36.7241379310345 0 0 0
1 37.7586206896552 0 0 0
1 38.7931034482759 0 0 0
1 39.8275862068966 0 0 0
1 40.8620689655172 0 0 0
1 41.8965517241379 0 0 0
1 42.9310344827586 0 0 0
1 43.9655172413793 0 0 0
1 45 0 0 0
1 15 1 0 0
1 16.0344827586207 1 0 0
1 17.0689655172414 1 0 0
1 18.1034482758621 1 0 0
1 19.1379310344828 1 0 0
1 20.1724137931034 1 0 0
1 21.2068965517241 1 0 0
1 22.2413793103448 1 0 0
1 23.2758620689655 1 0 0
1 24.3103448275862 1 0 0
1 25.3448275862069 1 0 0
1 26.3793103448276 1 0 0
1 27.4137931034483 1 0 0
1 28.448275862069 1 0 0
1 29.4827586206897 1 0 0
1 30.5172413793103 1 0 0
1 31.551724137931 1 0 0
1 32.5862068965517 1 0 0
1 33.6206896551724 1 0 0
1 34.6551724137931 1 0 0
1 35.6896551724138 1 0 0
1 36.7241379310345 1 0 0
1 37.7586206896552 1 0 0
1 38.7931034482759 1 0 0
1 39.8275862068966 1 0 0
1 40.8620689655172 1 0 0
1 41.8965517241379 1 0 0
1 42.9310344827586 1 0 0
1 43.9655172413793 1 0 0
1 45 1 0 0
1 15 1 0 0
1 16.0344827586207 1 0 0
1 17.0689655172414 1 0 0
1 18.1034482758621 1 0 0
1 19.1379310344828 1 0 0
1 20.1724137931034 1 0 0
1 21.2068965517241 1 0 0
1 22.2413793103448 1 0 0
1 23.2758620689655 1 0 0
1 24.3103448275862 1 0 0
1 25.3448275862069 1 0 0
1 26.3793103448276 1 0 0
1 27.4137931034483 1 0 0
1 28.448275862069 1 0 0
1 29.4827586206897 1 0 0
1 30.5172413793103 1 0 0
1 31.551724137931 1 0 0
1 32.5862068965517 1 0 0
1 33.6206896551724 1 0 0
1 34.6551724137931 1 0 0
1 35.6896551724138 1 0 0
1 36.7241379310345 1 0 0
1 37.7586206896552 1 0 0
1 38.7931034482759 1 0 0
1 39.8275862068966 1 0 0
1 40.8620689655172 1 0 0
1 41.8965517241379 1 0 0
1 42.9310344827586 1 0 0
1 43.9655172413793 1 0 0
1 45 1 0 0
1 15 1 0 0
1 16.0344827586207 1 0 0
1 17.0689655172414 1 0 0
1 18.1034482758621 1 0 0
1 19.1379310344828 1 0 0
1 20.1724137931034 1 0 0
1 21.2068965517241 1 0 0
1 22.2413793103448 1 0 0
1 23.2758620689655 1 0 0
1 24.3103448275862 1 0 0
1 25.3448275862069 1 0 0
1 26.3793103448276 1 0 0
1 27.4137931034483 1 0 0
1 28.448275862069 1 0 0
1 29.4827586206897 1 0 0
1 30.5172413793103 1 0 0
1 31.551724137931 1 0 0
1 32.5862068965517 1 0 0
1 33.6206896551724 1 0 0
1 34.6551724137931 1 0 0
1 35.6896551724138 1 0 0
1 36.7241379310345 1 0 0
1 37.7586206896552 1 0 0
1 38.7931034482759 1 0 0
1 39.8275862068966 1 0 0
1 40.8620689655172 1 0 0
1 41.8965517241379 1 0 0
1 42.9310344827586 1 0 0
1 43.9655172413793 1 0 0
1 45 1 0 0
1 15 0 1 0
1 16.0344827586207 0 1 0
1 17.0689655172414 0 1 0
1 18.1034482758621 0 1 0
1 19.1379310344828 0 1 0
1 20.1724137931034 0 1 0
1 21.2068965517241 0 1 0
1 22.2413793103448 0 1 0
1 23.2758620689655 0 1 0
1 24.3103448275862 0 1 0
1 25.3448275862069 0 1 0
1 26.3793103448276 0 1 0
1 27.4137931034483 0 1 0
1 28.448275862069 0 1 0
1 29.4827586206897 0 1 0
1 30.5172413793103 0 1 0
1 31.551724137931 0 1 0
1 32.5862068965517 0 1 0
1 33.6206896551724 0 1 0
1 34.6551724137931 0 1 0
1 35.6896551724138 0 1 0
1 36.7241379310345 0 1 0
1 37.7586206896552 0 1 0
1 38.7931034482759 0 1 0
1 39.8275862068966 0 1 0
1 40.8620689655172 0 1 0
1 41.8965517241379 0 1 0
1 42.9310344827586 0 1 0
1 43.9655172413793 0 1 0
1 45 0 1 0
1 15 0 1 0
1 16.0344827586207 0 1 0
1 17.0689655172414 0 1 0
1 18.1034482758621 0 1 0
1 19.1379310344828 0 1 0
1 20.1724137931034 0 1 0
1 21.2068965517241 0 1 0
1 22.2413793103448 0 1 0
1 23.2758620689655 0 1 0
1 24.3103448275862 0 1 0
1 25.3448275862069 0 1 0
1 26.3793103448276 0 1 0
1 27.4137931034483 0 1 0
1 28.448275862069 0 1 0
1 29.4827586206897 0 1 0
1 30.5172413793103 0 1 0
1 31.551724137931 0 1 0
1 32.5862068965517 0 1 0
1 33.6206896551724 0 1 0
1 34.6551724137931 0 1 0
1 35.6896551724138 0 1 0
1 36.7241379310345 0 1 0
1 37.7586206896552 0 1 0
1 38.7931034482759 0 1 0
1 39.8275862068966 0 1 0
1 40.8620689655172 0 1 0
1 41.8965517241379 0 1 0
1 42.9310344827586 0 1 0
1 43.9655172413793 0 1 0
1 45 0 1 0
1 15 0 1 0
1 16.0344827586207 0 1 0
1 17.0689655172414 0 1 0
1 18.1034482758621 0 1 0
1 19.1379310344828 0 1 0
1 20.1724137931034 0 1 0
1 21.2068965517241 0 1 0
1 22.2413793103448 0 1 0
1 23.2758620689655 0 1 0
1 24.3103448275862 0 1 0
1 25.3448275862069 0 1 0
1 26.3793103448276 0 1 0
1 27.4137931034483 0 1 0
1 28.448275862069 0 1 0
1 29.4827586206897 0 1 0
1 30.5172413793103 0 1 0
1 31.551724137931 0 1 0
1 32.5862068965517 0 1 0
1 33.6206896551724 0 1 0
1 34.6551724137931 0 1 0
1 35.6896551724138 0 1 0
1 36.7241379310345 0 1 0
1 37.7586206896552 0 1 0
1 38.7931034482759 0 1 0
1 39.8275862068966 0 1 0
1 40.8620689655172 0 1 0
1 41.8965517241379 0 1 0
1 42.9310344827586 0 1 0
1 43.9655172413793 0 1 0
1 45 0 1 0
1 15 0 0 1
1 16.0344827586207 0 0 1
1 17.0689655172414 0 0 1
1 18.1034482758621 0 0 1
1 19.1379310344828 0 0 1
1 20.1724137931034 0 0 1
1 21.2068965517241 0 0 1
1 22.2413793103448 0 0 1
1 23.2758620689655 0 0 1
1 24.3103448275862 0 0 1
1 25.3448275862069 0 0 1
1 26.3793103448276 0 0 1
1 27.4137931034483 0 0 1
1 28.448275862069 0 0 1
1 29.4827586206897 0 0 1
1 30.5172413793103 0 0 1
1 31.551724137931 0 0 1
1 32.5862068965517 0 0 1
1 33.6206896551724 0 0 1
1 34.6551724137931 0 0 1
1 35.6896551724138 0 0 1
1 36.7241379310345 0 0 1
1 37.7586206896552 0 0 1
1 38.7931034482759 0 0 1
1 39.8275862068966 0 0 1
1 40.8620689655172 0 0 1
1 41.8965517241379 0 0 1
1 42.9310344827586 0 0 1
1 43.9655172413793 0 0 1
1 45 0 0 1
1 15 0 0 1
1 16.0344827586207 0 0 1
1 17.0689655172414 0 0 1
1 18.1034482758621 0 0 1
1 19.1379310344828 0 0 1
1 20.1724137931034 0 0 1
1 21.2068965517241 0 0 1
1 22.2413793103448 0 0 1
1 23.2758620689655 0 0 1
1 24.3103448275862 0 0 1
1 25.3448275862069 0 0 1
1 26.3793103448276 0 0 1
1 27.4137931034483 0 0 1
1 28.448275862069 0 0 1
1 29.4827586206897 0 0 1
1 30.5172413793103 0 0 1
1 31.551724137931 0 0 1
1 32.5862068965517 0 0 1
1 33.6206896551724 0 0 1
1 34.6551724137931 0 0 1
1 35.6896551724138 0 0 1
1 36.7241379310345 0 0 1
1 37.7586206896552 0 0 1
1 38.7931034482759 0 0 1
1 39.8275862068966 0 0 1
1 40.8620689655172 0 0 1
1 41.8965517241379 0 0 1
1 42.9310344827586 0 0 1
1 43.9655172413793 0 0 1
1 45 0 0 1
1 15 0 0 1
1 16.0344827586207 0 0 1
1 17.0689655172414 0 0 1
1 18.1034482758621 0 0 1
1 19.1379310344828 0 0 1
1 20.1724137931034 0 0 1
1 21.2068965517241 0 0 1
1 22.2413793103448 0 0 1
1 23.2758620689655 0 0 1
1 24.3103448275862 0 0 1
1 25.3448275862069 0 0 1
1 26.3793103448276 0 0 1
1 27.4137931034483 0 0 1
1 28.448275862069 0 0 1
1 29.4827586206897 0 0 1
1 30.5172413793103 0 0 1
1 31.551724137931 0 0 1
1 32.5862068965517 0 0 1
1 33.6206896551724 0 0 1
1 34.6551724137931 0 0 1
1 35.6896551724138 0 0 1
1 36.7241379310345 0 0 1
1 37.7586206896552 0 0 1
1 38.7931034482759 0 0 1
1 39.8275862068966 0 0 1
1 40.8620689655172 0 0 1
1 41.8965517241379 0 0 1
1 42.9310344827586 0 0 1
1 43.9655172413793 0 0 1
1 45 0 0 1
1 15 0 0 1
1 16.0344827586207 0 0 1
1 17.0689655172414 0 0 1
1 18.1034482758621 0 0 1
1 19.1379310344828 0 0 1
1 20.1724137931034 0 0 1
1 21.2068965517241 0 0 1
1 22.2413793103448 0 0 1
1 23.2758620689655 0 0 1
1 24.3103448275862 0 0 1
1 25.3448275862069 0 0 1
1 26.3793103448276 0 0 1
1 27.4137931034483 0 0 1
1 28.448275862069 0 0 1
1 29.4827586206897 0 0 1
1 30.5172413793103 0 0 1
1 31.551724137931 0 0 1
1 32.5862068965517 0 0 1
1 33.6206896551724 0 0 1
1 34.6551724137931 0 0 1
1 35.6896551724138 0 0 1
1 36.7241379310345 0 0 1
1 37.7586206896552 0 0 1
1 38.7931034482759 0 0 1
1 39.8275862068966 0 0 1
1 40.8620689655172 0 0 1
1 41.8965517241379 0 0 1
1 42.9310344827586 0 0 1
1 43.9655172413793 0 0 1
1 45 0 0 1
1 15 0 0 1
1 16.0344827586207 0 0 1
1 17.0689655172414 0 0 1
1 18.1034482758621 0 0 1
1 19.1379310344828 0 0 1
1 20.1724137931034 0 0 1
1 21.2068965517241 0 0 1
1 22.2413793103448 0 0 1
1 23.2758620689655 0 0 1
1 24.3103448275862 0 0 1
1 25.3448275862069 0 0 1
1 26.3793103448276 0 0 1
1 27.4137931034483 0 0 1
1 28.448275862069 0 0 1
1 29.4827586206897 0 0 1
1 30.5172413793103 0 0 1
1 31.551724137931 0 0 1
1 32.5862068965517 0 0 1
1 33.6206896551724 0 0 1
1 34.6551724137931 0 0 1
1 35.6896551724138 0 0 1
1 36.7241379310345 0 0 1
1 37.7586206896552 0 0 1
1 38.7931034482759 0 0 1
1 39.8275862068966 0 0 1
1 40.8620689655172 0 0 1
1 41.8965517241379 0 0 1
1 42.9310344827586 0 0 1
1 43.9655172413793 0 0 1
1 45 0 0 1
1 15 0 0 1
1 16.0344827586207 0 0 1
1 17.0689655172414 0 0 1
1 18.1034482758621 0 0 1
1 19.1379310344828 0 0 1
1 20.1724137931034 0 0 1
1 21.2068965517241 0 0 1
1 22.2413793103448 0 0 1
1 23.2758620689655 0 0 1
1 24.3103448275862 0 0 1
1 25.3448275862069 0 0 1
1 26.3793103448276 0 0 1
1 27.4137931034483 0 0 1
1 28.448275862069 0 0 1
1 29.4827586206897 0 0 1
1 30.5172413793103 0 0 1
1 31.551724137931 0 0 1
1 32.5862068965517 0 0 1
1 33.6206896551724 0 0 1
1 34.6551724137931 0 0 1
1 35.6896551724138 0 0 1
1 36.7241379310345 0 0 1
1 37.7586206896552 0 0 1
1 38.7931034482759 0 0 1
1 39.8275862068966 0 0 1
1 40.8620689655172 0 0 1
1 41.8965517241379 0 0 1
1 42.9310344827586 0 0 1
1 43.9655172413793 0 0 1
1 45 0 0 1
# conditional matrix Xcond 
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
311.925448774226 292.818999625572 397.382752122732 293.910311080479
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
330.3009166488 334.958751873963 400.801979694973 343.246189362112
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
263.586853905726 280.55428673836 437.593358941092 306.296312829741
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
363.146982914143 248.626012661828 402.385118520243 362.933949556794
